診療科名,予約担当者匿名ID,区分,曜日,bin_idx,bin_label,出勤日数,該当日数,出勤頻度率,件数合計,実診察分数,件数_日平均,実診察分数_日平均
PICCCVポートセンター,DR_XX009,薬再診,4,4,10:00,1,4,0.25,1,4,0.25,1.0
がんゲノム,DR_ON001,全体,0,10,13:00,1,4,0.25,1,1,0.25,0.2
がんゲノム,DR_ON001,全体,1,12,14:00,1,4,0.25,1,20,0.25,5.0
がんゲノム,DR_ON001,全体,1,13,14:30,2,4,0.5,3,22,0.75,5.5
がんゲノム,DR_ON001,全体,1,14,15:00,3,4,0.75,3,37,0.75,9.2
がんゲノム,DR_ON001,再診,0,10,13:00,1,4,0.25,1,1,0.25,0.2
がんゲノム,DR_ON001,再診,1,12,14:00,1,4,0.25,1,20,0.25,5.0
がんゲノム,DR_ON001,再診,1,13,14:30,2,4,0.5,3,22,0.75,5.5
がんゲノム,DR_ON001,再診,1,14,15:00,3,4,0.75,3,37,0.75,9.2
がんゲノム,DR_ON001,薬再診,0,10,13:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,DR_AL001,全体,2,3,09:30,3,4,0.75,5,23,1.25,5.8
アレルギー科,DR_AL001,全体,2,4,10:00,3,4,0.75,5,53,1.25,13.2
アレルギー科,DR_AL001,全体,2,5,10:30,3,4,0.75,6,49,1.5,12.2
アレルギー科,DR_AL001,全体,2,6,11:00,2,4,0.5,5,44,1.25,11.0
アレルギー科,DR_AL001,全体,2,7,11:30,2,4,0.5,4,36,1.0,9.0
アレルギー科,DR_AL001,全体,2,9,12:30,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL001,再診,2,3,09:30,3,4,0.75,5,23,1.25,5.8
アレルギー科,DR_AL001,再診,2,4,10:00,3,4,0.75,5,53,1.25,13.2
アレルギー科,DR_AL001,再診,2,5,10:30,3,4,0.75,6,49,1.5,12.2
アレルギー科,DR_AL001,再診,2,6,11:00,2,4,0.5,5,44,1.25,11.0
アレルギー科,DR_AL001,再診,2,7,11:30,2,4,0.5,4,36,1.0,9.0
アレルギー科,DR_AL001,再診,2,9,12:30,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL001,薬再診,2,3,09:30,2,4,0.5,2,6,0.5,1.5
アレルギー科,DR_AL001,薬再診,2,9,12:30,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL002,全体,3,2,09:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,DR_AL002,全体,3,3,09:30,4,4,1.0,9,81,2.25,20.2
アレルギー科,DR_AL002,全体,3,4,10:00,4,4,1.0,11,78,2.75,19.5
アレルギー科,DR_AL002,全体,3,5,10:30,4,4,1.0,13,81,3.25,20.2
アレルギー科,DR_AL002,全体,3,6,11:00,4,4,1.0,8,37,2.0,9.2
アレルギー科,DR_AL002,全体,3,7,11:30,3,4,0.75,5,32,1.25,8.0
アレルギー科,DR_AL002,全体,3,8,12:00,1,4,0.25,2,17,0.5,4.2
アレルギー科,DR_AL002,再診,3,2,09:00,1,4,0.25,1,1,0.25,0.2
アレルギー科,DR_AL002,再診,3,3,09:30,4,4,1.0,9,81,2.25,20.2
アレルギー科,DR_AL002,再診,3,4,10:00,4,4,1.0,11,78,2.75,19.5
アレルギー科,DR_AL002,再診,3,5,10:30,4,4,1.0,13,81,3.25,20.2
アレルギー科,DR_AL002,再診,3,6,11:00,4,4,1.0,8,37,2.0,9.2
アレルギー科,DR_AL002,再診,3,7,11:30,3,4,0.75,5,32,1.25,8.0
アレルギー科,DR_AL002,再診,3,8,12:00,1,4,0.25,2,17,0.5,4.2
アレルギー科,DR_AL002,薬再診,3,4,10:00,1,4,0.25,1,3,0.25,0.8
アレルギー科,DR_AL002,薬再診,3,5,10:30,2,4,0.5,2,5,0.5,1.2
アレルギー科,DR_AL002,薬再診,3,7,11:30,1,4,0.25,1,4,0.25,1.0
アレルギー科,DR_AL003,全体,1,2,09:00,1,4,0.25,1,9,0.25,2.2
アレルギー科,DR_AL003,全体,1,3,09:30,1,4,0.25,1,2,0.25,0.5
アレルギー科,DR_AL003,再診,1,2,09:00,1,4,0.25,1,9,0.25,2.2
アレルギー科,DR_AL003,再診,1,3,09:30,1,4,0.25,1,2,0.25,0.5
アレルギー科,DR_RS2003,全体,1,2,09:00,4,4,1.0,8,39,2.0,9.8
アレルギー科,DR_RS2003,全体,1,3,09:30,4,4,1.0,10,39,2.5,9.8
アレルギー科,DR_RS2003,全体,1,4,10:00,4,4,1.0,7,52,1.75,13.0
アレルギー科,DR_RS2003,全体,1,5,10:30,4,4,1.0,11,86,2.75,21.5
アレルギー科,DR_RS2003,全体,1,6,11:00,4,4,1.0,14,84,3.5,21.0
アレルギー科,DR_RS2003,全体,1,7,11:30,3,4,0.75,8,56,2.0,14.0
アレルギー科,DR_RS2003,全体,1,8,12:00,2,4,0.5,2,9,0.5,2.2
アレルギー科,DR_RS2003,再診,1,2,09:00,4,4,1.0,8,39,2.0,9.8
アレルギー科,DR_RS2003,再診,1,3,09:30,4,4,1.0,10,39,2.5,9.8
アレルギー科,DR_RS2003,再診,1,4,10:00,4,4,1.0,7,52,1.75,13.0
アレルギー科,DR_RS2003,再診,1,5,10:30,4,4,1.0,11,86,2.75,21.5
アレルギー科,DR_RS2003,再診,1,6,11:00,4,4,1.0,14,84,3.5,21.0
アレルギー科,DR_RS2003,再診,1,7,11:30,3,4,0.75,8,56,2.0,14.0
アレルギー科,DR_RS2003,再診,1,8,12:00,2,4,0.5,2,9,0.5,2.2
アレルギー科,DR_RS2003,薬再診,1,2,09:00,2,4,0.5,3,9,0.75,2.2
アレルギー科,DR_RS2003,薬再診,1,3,09:30,3,4,0.75,5,18,1.25,4.5
アレルギー科,DR_RS2003,薬再診,1,5,10:30,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_RS2003,薬再診,1,6,11:00,3,4,0.75,4,17,1.0,4.2
アレルギー科,DR_RS2003,薬再診,1,7,11:30,2,4,0.5,2,9,0.5,2.2
アレルギー科,DR_RS2005,全体,0,2,09:00,2,4,0.5,2,17,0.5,4.2
アレルギー科,DR_RS2005,全体,0,3,09:30,3,4,0.75,8,55,2.0,13.8
アレルギー科,DR_RS2005,全体,0,4,10:00,3,4,0.75,7,52,1.75,13.0
アレルギー科,DR_RS2005,全体,0,5,10:30,3,4,0.75,7,52,1.75,13.0
アレルギー科,DR_RS2005,全体,0,6,11:00,2,4,0.5,2,24,0.5,6.0
アレルギー科,DR_RS2005,初診,0,3,09:30,1,4,0.25,1,5,0.25,1.2
アレルギー科,DR_RS2005,初診,0,4,10:00,1,4,0.25,1,6,0.25,1.5
アレルギー科,DR_RS2005,再診,0,2,09:00,2,4,0.5,2,17,0.5,4.2
アレルギー科,DR_RS2005,再診,0,3,09:30,3,4,0.75,7,50,1.75,12.5
アレルギー科,DR_RS2005,再診,0,4,10:00,3,4,0.75,6,46,1.5,11.5
アレルギー科,DR_RS2005,再診,0,5,10:30,3,4,0.75,7,52,1.75,13.0
アレルギー科,DR_RS2005,再診,0,6,11:00,2,4,0.5,2,24,0.5,6.0
アレルギー科,DR_RS2005,薬再診,0,4,10:00,1,4,0.25,1,2,0.25,0.5
アレルギー科,DR_RS2005,薬再診,0,5,10:30,2,4,0.5,2,7,0.5,1.8
メンタルケア科,DR_MN001,全体,0,2,09:00,1,4,0.25,1,29,0.25,7.2
メンタルケア科,DR_MN001,全体,0,3,09:30,2,4,0.5,2,34,0.5,8.5
メンタルケア科,DR_MN001,全体,0,4,10:00,2,4,0.5,2,30,0.5,7.5
メンタルケア科,DR_MN001,全体,0,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,全体,0,6,11:00,2,4,0.5,3,20,0.75,5.0
メンタルケア科,DR_MN001,全体,0,7,11:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,全体,0,8,12:00,2,4,0.5,2,17,0.5,4.2
メンタルケア科,DR_MN001,全体,2,1,08:30,3,4,0.75,10,60,2.5,15.0
メンタルケア科,DR_MN001,全体,2,2,09:00,3,4,0.75,12,75,3.0,18.8
メンタルケア科,DR_MN001,全体,2,3,09:30,3,4,0.75,11,82,2.75,20.5
メンタルケア科,DR_MN001,全体,2,4,10:00,3,4,0.75,9,89,2.25,22.2
メンタルケア科,DR_MN001,全体,2,5,10:30,3,4,0.75,14,87,3.5,21.8
メンタルケア科,DR_MN001,全体,2,6,11:00,3,4,0.75,12,86,3.0,21.5
メンタルケア科,DR_MN001,全体,2,7,11:30,3,4,0.75,9,68,2.25,17.0
メンタルケア科,DR_MN001,全体,2,8,12:00,3,4,0.75,9,89,2.25,22.2
メンタルケア科,DR_MN001,全体,2,9,12:30,3,4,0.75,8,76,2.0,19.0
メンタルケア科,DR_MN001,全体,2,10,13:00,3,4,0.75,5,35,1.25,8.8
メンタルケア科,DR_MN001,全体,2,11,13:30,3,4,0.75,11,89,2.75,22.2
メンタルケア科,DR_MN001,全体,2,12,14:00,3,4,0.75,9,82,2.25,20.5
メンタルケア科,DR_MN001,全体,2,13,14:30,3,4,0.75,11,89,2.75,22.2
メンタルケア科,DR_MN001,全体,2,14,15:00,3,4,0.75,6,51,1.5,12.8
メンタルケア科,DR_MN001,再診,0,2,09:00,1,4,0.25,1,29,0.25,7.2
メンタルケア科,DR_MN001,再診,0,3,09:30,2,4,0.5,2,34,0.5,8.5
メンタルケア科,DR_MN001,再診,0,4,10:00,2,4,0.5,2,30,0.5,7.5
メンタルケア科,DR_MN001,再診,0,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,再診,0,6,11:00,2,4,0.5,3,20,0.75,5.0
メンタルケア科,DR_MN001,再診,0,7,11:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN001,再診,0,8,12:00,2,4,0.5,2,17,0.5,4.2
メンタルケア科,DR_MN001,再診,2,1,08:30,3,4,0.75,10,60,2.5,15.0
メンタルケア科,DR_MN001,再診,2,2,09:00,3,4,0.75,12,75,3.0,18.8
メンタルケア科,DR_MN001,再診,2,3,09:30,3,4,0.75,11,82,2.75,20.5
メンタルケア科,DR_MN001,再診,2,4,10:00,3,4,0.75,9,89,2.25,22.2
メンタルケア科,DR_MN001,再診,2,5,10:30,3,4,0.75,14,87,3.5,21.8
メンタルケア科,DR_MN001,再診,2,6,11:00,3,4,0.75,12,86,3.0,21.5
メンタルケア科,DR_MN001,再診,2,7,11:30,3,4,0.75,9,68,2.25,17.0
メンタルケア科,DR_MN001,再診,2,8,12:00,3,4,0.75,9,89,2.25,22.2
メンタルケア科,DR_MN001,再診,2,9,12:30,3,4,0.75,8,76,2.0,19.0
メンタルケア科,DR_MN001,再診,2,10,13:00,3,4,0.75,5,35,1.25,8.8
メンタルケア科,DR_MN001,再診,2,11,13:30,3,4,0.75,11,89,2.75,22.2
メンタルケア科,DR_MN001,再診,2,12,14:00,3,4,0.75,9,82,2.25,20.5
メンタルケア科,DR_MN001,再診,2,13,14:30,3,4,0.75,11,89,2.75,22.2
メンタルケア科,DR_MN001,再診,2,14,15:00,3,4,0.75,6,51,1.5,12.8
メンタルケア科,DR_MN001,薬再診,0,8,12:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN001,薬再診,2,1,08:30,2,4,0.5,3,10,0.75,2.5
メンタルケア科,DR_MN001,薬再診,2,2,09:00,2,4,0.5,5,16,1.25,4.0
メンタルケア科,DR_MN001,薬再診,2,3,09:30,2,4,0.5,4,12,1.0,3.0
メンタルケア科,DR_MN001,薬再診,2,4,10:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,薬再診,2,6,11:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN001,薬再診,2,8,12:00,1,4,0.25,1,5,0.25,1.2
メンタルケア科,DR_MN001,薬再診,2,9,12:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN001,薬再診,2,12,14:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN001,薬再診,2,14,15:00,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,全体,0,0,08:00,1,4,0.25,1,9,0.25,2.2
メンタルケア科,DR_MN002,全体,0,1,08:30,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN002,全体,0,2,09:00,2,4,0.5,2,21,0.5,5.2
メンタルケア科,DR_MN002,全体,0,3,09:30,2,4,0.5,4,44,1.0,11.0
メンタルケア科,DR_MN002,全体,0,10,13:00,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,全体,0,11,13:30,1,4,0.25,1,17,0.25,4.2
メンタルケア科,DR_MN002,全体,0,12,14:00,2,4,0.5,3,14,0.75,3.5
メンタルケア科,DR_MN002,全体,0,13,14:30,2,4,0.5,2,35,0.5,8.8
メンタルケア科,DR_MN002,全体,1,7,11:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,全体,1,8,12:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN002,全体,1,9,12:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,1,10,13:00,2,4,0.5,2,39,0.5,9.8
メンタルケア科,DR_MN002,全体,1,11,13:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,1,14,15:00,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN002,全体,1,15,15:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,全体,1,16,16:00,1,4,0.25,1,23,0.25,5.8
メンタルケア科,DR_MN002,全体,1,17,16:30,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,全体,1,18,17:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,全体,2,3,09:30,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,全体,2,6,11:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,全体,2,10,13:00,1,4,0.25,1,27,0.25,6.8
メンタルケア科,DR_MN002,全体,2,11,13:30,2,4,0.5,2,55,0.5,13.8
メンタルケア科,DR_MN002,全体,2,12,14:00,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN002,全体,2,13,14:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,全体,3,1,08:30,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,全体,3,2,09:00,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN002,全体,3,3,09:30,2,4,0.5,3,23,0.75,5.8
メンタルケア科,DR_MN002,全体,3,4,10:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,全体,3,9,12:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,全体,3,11,13:30,1,4,0.25,1,27,0.25,6.8
メンタルケア科,DR_MN002,全体,3,12,14:00,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,全体,3,13,14:30,2,4,0.5,2,11,0.5,2.8
メンタルケア科,DR_MN002,全体,3,14,15:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN002,全体,4,2,09:00,1,4,0.25,1,26,0.25,6.5
メンタルケア科,DR_MN002,全体,4,3,09:30,2,4,0.5,2,33,0.5,8.2
メンタルケア科,DR_MN002,全体,4,4,10:00,2,4,0.5,2,51,0.5,12.8
メンタルケア科,DR_MN002,全体,4,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,全体,4,6,11:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN002,全体,4,7,11:30,1,4,0.25,1,16,0.25,4.0
メンタルケア科,DR_MN002,全体,4,9,12:30,2,4,0.5,2,4,0.5,1.0
メンタルケア科,DR_MN002,全体,4,10,13:00,1,4,0.25,1,10,0.25,2.5
メンタルケア科,DR_MN002,全体,4,11,13:30,1,4,0.25,1,5,0.25,1.2
メンタルケア科,DR_MN002,全体,4,15,15:30,2,4,0.5,2,26,0.5,6.5
メンタルケア科,DR_MN002,全体,4,16,16:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,0,0,08:00,1,4,0.25,1,9,0.25,2.2
メンタルケア科,DR_MN002,再診,0,1,08:30,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN002,再診,0,2,09:00,2,4,0.5,2,21,0.5,5.2
メンタルケア科,DR_MN002,再診,0,3,09:30,2,4,0.5,4,44,1.0,11.0
メンタルケア科,DR_MN002,再診,0,10,13:00,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,再診,0,11,13:30,1,4,0.25,1,17,0.25,4.2
メンタルケア科,DR_MN002,再診,0,12,14:00,2,4,0.5,3,14,0.75,3.5
メンタルケア科,DR_MN002,再診,0,13,14:30,2,4,0.5,2,35,0.5,8.8
メンタルケア科,DR_MN002,再診,1,7,11:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN002,再診,1,8,12:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN002,再診,1,9,12:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,1,10,13:00,2,4,0.5,2,39,0.5,9.8
メンタルケア科,DR_MN002,再診,1,11,13:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,1,14,15:00,1,4,0.25,1,28,0.25,7.0
メンタルケア科,DR_MN002,再診,1,15,15:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,再診,1,16,16:00,1,4,0.25,1,23,0.25,5.8
メンタルケア科,DR_MN002,再診,1,17,16:30,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,再診,1,18,17:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN002,再診,2,3,09:30,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,再診,2,6,11:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,2,10,13:00,1,4,0.25,1,27,0.25,6.8
メンタルケア科,DR_MN002,再診,2,11,13:30,2,4,0.5,2,55,0.5,13.8
メンタルケア科,DR_MN002,再診,2,12,14:00,2,4,0.5,2,32,0.5,8.0
メンタルケア科,DR_MN002,再診,2,13,14:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN002,再診,3,1,08:30,1,4,0.25,1,7,0.25,1.8
メンタルケア科,DR_MN002,再診,3,2,09:00,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN002,再診,3,3,09:30,2,4,0.5,3,23,0.75,5.8
メンタルケア科,DR_MN002,再診,3,4,10:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,再診,3,9,12:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,再診,3,11,13:30,1,4,0.25,1,27,0.25,6.8
メンタルケア科,DR_MN002,再診,3,12,14:00,1,4,0.25,1,15,0.25,3.8
メンタルケア科,DR_MN002,再診,3,13,14:30,2,4,0.5,2,11,0.5,2.8
メンタルケア科,DR_MN002,再診,3,14,15:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN002,再診,4,2,09:00,1,4,0.25,1,26,0.25,6.5
メンタルケア科,DR_MN002,再診,4,3,09:30,2,4,0.5,2,33,0.5,8.2
メンタルケア科,DR_MN002,再診,4,4,10:00,2,4,0.5,2,51,0.5,12.8
メンタルケア科,DR_MN002,再診,4,5,10:30,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN002,再診,4,6,11:00,2,4,0.5,2,8,0.5,2.0
メンタルケア科,DR_MN002,再診,4,7,11:30,1,4,0.25,1,16,0.25,4.0
メンタルケア科,DR_MN002,再診,4,9,12:30,2,4,0.5,2,4,0.5,1.0
メンタルケア科,DR_MN002,再診,4,10,13:00,1,4,0.25,1,10,0.25,2.5
メンタルケア科,DR_MN002,再診,4,11,13:30,1,4,0.25,1,5,0.25,1.2
メンタルケア科,DR_MN002,再診,4,15,15:30,2,4,0.5,2,26,0.5,6.5
メンタルケア科,DR_MN002,再診,4,16,16:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,薬再診,0,3,09:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,薬再診,2,6,11:00,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,薬再診,3,4,10:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN002,薬再診,3,9,12:30,1,4,0.25,1,4,0.25,1.0
メンタルケア科,DR_MN002,薬再診,4,6,11:00,1,4,0.25,1,5,0.25,1.2
メンタルケア科,DR_MN002,薬再診,4,9,12:30,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN004,全体,0,1,08:30,2,4,0.5,2,12,0.5,3.0
メンタルケア科,DR_MN004,全体,0,2,09:00,3,4,0.75,7,45,1.75,11.2
メンタルケア科,DR_MN004,全体,0,3,09:30,3,4,0.75,8,55,2.0,13.8
メンタルケア科,DR_MN004,全体,0,4,10:00,3,4,0.75,12,71,3.0,17.8
メンタルケア科,DR_MN004,全体,0,5,10:30,3,4,0.75,11,75,2.75,18.8
メンタルケア科,DR_MN004,全体,0,6,11:00,3,4,0.75,10,71,2.5,17.8
メンタルケア科,DR_MN004,全体,0,7,11:30,3,4,0.75,8,74,2.0,18.5
メンタルケア科,DR_MN004,全体,0,8,12:00,3,4,0.75,5,50,1.25,12.5
メンタルケア科,DR_MN004,全体,0,9,12:30,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN004,全体,0,10,13:00,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN004,全体,3,3,09:30,1,4,0.25,1,18,0.25,4.5
メンタルケア科,DR_MN004,全体,3,4,10:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN004,全体,3,5,10:30,2,4,0.5,2,56,0.5,14.0
メンタルケア科,DR_MN004,全体,3,6,11:00,2,4,0.5,3,60,0.75,15.0
メンタルケア科,DR_MN004,全体,3,7,11:30,2,4,0.5,2,36,0.5,9.0
メンタルケア科,DR_MN004,全体,3,8,12:00,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN004,全体,3,9,12:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN004,全体,3,10,13:00,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN004,全体,3,11,13:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN004,再診,0,1,08:30,2,4,0.5,2,12,0.5,3.0
メンタルケア科,DR_MN004,再診,0,2,09:00,3,4,0.75,7,45,1.75,11.2
メンタルケア科,DR_MN004,再診,0,3,09:30,3,4,0.75,8,55,2.0,13.8
メンタルケア科,DR_MN004,再診,0,4,10:00,3,4,0.75,12,71,3.0,17.8
メンタルケア科,DR_MN004,再診,0,5,10:30,3,4,0.75,11,75,2.75,18.8
メンタルケア科,DR_MN004,再診,0,6,11:00,3,4,0.75,10,71,2.5,17.8
メンタルケア科,DR_MN004,再診,0,7,11:30,3,4,0.75,8,74,2.0,18.5
メンタルケア科,DR_MN004,再診,0,8,12:00,3,4,0.75,5,50,1.25,12.5
メンタルケア科,DR_MN004,再診,0,9,12:30,2,4,0.5,2,18,0.5,4.5
メンタルケア科,DR_MN004,再診,0,10,13:00,1,4,0.25,1,6,0.25,1.5
メンタルケア科,DR_MN004,再診,3,3,09:30,1,4,0.25,1,18,0.25,4.5
メンタルケア科,DR_MN004,再診,3,4,10:00,1,4,0.25,1,24,0.25,6.0
メンタルケア科,DR_MN004,再診,3,5,10:30,2,4,0.5,2,56,0.5,14.0
メンタルケア科,DR_MN004,再診,3,6,11:00,2,4,0.5,3,60,0.75,15.0
メンタルケア科,DR_MN004,再診,3,7,11:30,2,4,0.5,2,36,0.5,9.0
メンタルケア科,DR_MN004,再診,3,8,12:00,1,4,0.25,1,8,0.25,2.0
メンタルケア科,DR_MN004,再診,3,9,12:30,1,4,0.25,1,1,0.25,0.2
メンタルケア科,DR_MN004,再診,3,10,13:00,1,4,0.25,1,30,0.25,7.5
メンタルケア科,DR_MN004,再診,3,11,13:30,1,4,0.25,1,2,0.25,0.5
メンタルケア科,DR_MN004,薬再診,0,1,08:30,1,4,0.25,1,5,0.25,1.2
メンタルケア科,DR_MN004,薬再診,0,2,09:00,2,4,0.5,2,7,0.5,1.8
メンタルケア科,DR_MN004,薬再診,0,3,09:30,3,4,0.75,4,10,1.0,2.5
メンタルケア科,DR_MN004,薬再診,0,4,10:00,2,4,0.5,5,16,1.25,4.0
メンタルケア科,DR_MN004,薬再診,0,5,10:30,2,4,0.5,3,10,0.75,2.5
メンタルケア科,DR_MN004,薬再診,0,6,11:00,1,4,0.25,1,3,0.25,0.8
メンタルケア科,DR_MN007,全体,3,2,09:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN007,再診,3,2,09:00,1,4,0.25,1,21,0.25,5.2
メンタルケア科,DR_MN009,全体,1,9,12:30,2,4,0.5,2,9,0.5,2.2
メンタルケア科,DR_MN009,全体,1,10,13:00,3,4,0.75,6,50,1.5,12.5
