診療科名,予約担当者匿名ID,曜日,初再診区分,紹介状有無,件数
リウマチ膠原病内科,DR_RH012,0,再診,紹介状無し,2
リウマチ膠原病内科,DR_RH012,3,再診,紹介状無し,1
リウマチ膠原病内科,DR_RH013,0,再診,紹介状無し,8
リウマチ膠原病内科,DR_RH014,4,再診,紹介状無し,1
一般消化器外科,DR_BR005,0,再診,紹介状無し,5
一般消化器外科,DR_BR005,1,再診,紹介状無し,8
一般消化器外科,DR_BR005,2,再診,紹介状無し,15
一般消化器外科,DR_BR005,3,再診,紹介状無し,1
一般消化器外科,DR_BR005,4,再診,紹介状無し,13
一般消化器外科,DR_GS001,2,再診,紹介状無し,155
一般消化器外科,DR_GS001,2,初診,紹介状あり,5
一般消化器外科,DR_GS001,2,初診,紹介状無し,3
一般消化器外科,DR_GS002,1,再診,紹介状無し,89
一般消化器外科,DR_GS002,1,初診,紹介状無し,1
一般消化器外科,DR_GS003,0,再診,紹介状無し,49
一般消化器外科,DR_GS003,0,初診,紹介状あり,2
一般消化器外科,DR_GS003,3,再診,紹介状無し,122
一般消化器外科,DR_GS003,3,初診,紹介状あり,6
一般消化器外科,DR_GS003,3,初診,紹介状無し,1
一般消化器外科,DR_GS005,3,再診,紹介状無し,50
一般消化器外科,DR_GS005,3,初診,紹介状あり,2
一般消化器外科,DR_GS005,3,初診,紹介状無し,1
一般消化器外科,DR_GS006,3,再診,紹介状あり,1
一般消化器外科,DR_GS006,3,再診,紹介状無し,109
一般消化器外科,DR_GS006,3,初診,紹介状あり,3
一般消化器外科,DR_GS006,3,初診,紹介状無し,2
一般消化器外科,DR_GS007,0,再診,紹介状無し,7
一般消化器外科,DR_GS007,1,再診,紹介状無し,8
一般消化器外科,DR_GS007,2,再診,紹介状無し,9
一般消化器外科,DR_GS007,3,再診,紹介状無し,10
一般消化器外科,DR_GS007,4,再診,紹介状無し,15
一般消化器外科,DR_GS008,2,再診,紹介状無し,39
一般消化器外科,DR_GS008,2,初診,紹介状あり,1
一般消化器外科,DR_GS009,0,再診,紹介状無し,27
一般消化器外科,DR_GS009,0,初診,紹介状あり,3
一般消化器外科,DR_GS009,4,再診,紹介状無し,29
一般消化器外科,DR_GS009,4,初診,紹介状あり,4
一般消化器外科,DR_GS011,0,再診,紹介状無し,4
一般消化器外科,DR_GS011,0,初診,紹介状あり,1
一般消化器外科,DR_GS011,1,再診,紹介状無し,5
一般消化器外科,DR_GS011,1,初診,紹介状あり,1
一般消化器外科,DR_GS011,2,再診,紹介状無し,4
一般消化器外科,DR_GS011,2,初診,紹介状あり,3
一般消化器外科,DR_GS011,3,再診,紹介状無し,8
一般消化器外科,DR_GS011,4,再診,紹介状無し,8
一般消化器外科,DR_GS011,4,初診,紹介状あり,1
一般消化器外科,DR_GS012,3,再診,紹介状無し,8
一般消化器外科,DR_GS013,0,再診,紹介状無し,1
一般消化器外科,DR_GS013,2,再診,紹介状無し,1
一般消化器外科,DR_GS013,3,再診,紹介状無し,3
一般消化器外科,DR_GS014,0,再診,紹介状無し,6
一般消化器外科,DR_GS014,0,初診,紹介状無し,1
一般消化器外科,DR_GS014,1,再診,紹介状無し,1
一般消化器外科,DR_GS014,1,初診,紹介状あり,1
一般消化器外科,DR_GS014,1,初診,紹介状無し,1
一般消化器外科,DR_GS014,2,再診,紹介状あり,1
一般消化器外科,DR_GS014,2,再診,紹介状無し,1
一般消化器外科,DR_GS014,2,初診,紹介状あり,1
一般消化器外科,DR_GS014,2,初診,紹介状無し,1
一般消化器外科,DR_GS014,3,再診,紹介状無し,1
一般消化器外科,DR_GS014,3,初診,紹介状あり,1
一般消化器外科,DR_GS014,4,再診,紹介状無し,2
一般消化器外科,DR_GS014,4,初診,紹介状あり,2
一般消化器外科,DR_GS014,4,初診,紹介状無し,2
一般消化器外科,DR_GS014,6,再診,紹介状無し,1
一般消化器外科,DR_GS014,6,初診,紹介状あり,1
一般消化器外科,DR_GS015,0,再診,紹介状無し,39
一般消化器外科,DR_GS015,0,初診,紹介状あり,1
一般消化器外科,DR_GS016,4,再診,紹介状無し,19
一般消化器外科,DR_GS016,4,初診,紹介状あり,2
一般消化器外科,DR_GS016,4,初診,紹介状無し,2
一般消化器外科,DR_GS018,1,再診,紹介状無し,92
一般消化器外科,DR_GS018,1,初診,紹介状あり,2
一般消化器外科,DR_PD012,4,再診,紹介状無し,1
中央処置室,DR_XX002,0,再診,紹介状無し,28
中央処置室,DR_XX002,1,再診,紹介状無し,38
中央処置室,DR_XX002,2,再診,紹介状無し,29
中央処置室,DR_XX002,3,再診,紹介状無し,30
中央処置室,DR_XX002,4,再診,紹介状無し,31
乳腺外科,DR_BR005,2,再診,紹介状無し,1
乳腺外科,DR_BR006,0,再診,紹介状無し,227
乳腺外科,DR_BR006,0,初診,紹介状あり,9
乳腺外科,DR_BR006,0,初診,紹介状無し,1
乳腺外科,DR_BR006,2,再診,紹介状無し,268
乳腺外科,DR_BR006,2,初診,紹介状あり,8
乳腺外科,DR_BR006,4,再診,紹介状あり,1
乳腺外科,DR_BR006,4,再診,紹介状無し,391
乳腺外科,DR_BR006,4,初診,紹介状あり,14
乳腺外科,DR_BR008,1,再診,紹介状無し,72
乳腺外科,DR_BR008,1,初診,紹介状あり,4
乳腺外科,DR_BR009,0,再診,紹介状無し,1
乳腺外科,DR_BR009,1,再診,紹介状無し,7
乳腺外科,DR_BR009,2,再診,紹介状無し,1
乳腺外科,DR_BR009,4,再診,紹介状無し,2
乳腺外科,DR_BR010,2,再診,紹介状無し,2
乳腺外科,DR_BR010,4,再診,紹介状無し,2
乳腺外科,DR_BR011,0,再診,紹介状無し,2
乳腺外科,DR_BR011,1,初診,紹介状あり,1
乳腺外科,DR_BR011,5,再診,紹介状無し,4
乳腺外科,DR_BR011,6,再診,紹介状無し,4
乳腺外科,DR_BR011,6,初診,紹介状あり,1
乳腺外科,DR_BR011,6,初診,紹介状無し,1
乳腺外科,DR_BR012,0,再診,紹介状無し,1
乳腺外科,DR_BR012,2,再診,紹介状無し,1
乳腺外科,DR_BR012,2,初診,紹介状あり,1
乳腺外科,DR_BR012,3,再診,紹介状無し,3
乳腺外科,DR_BR012,4,再診,紹介状無し,3
乳腺外科,DR_BR013,1,再診,紹介状無し,5
乳腺外科,DR_BR013,3,再診,紹介状無し,5
乳腺外科,DR_BR014,0,再診,紹介状無し,24
乳腺外科,DR_BR014,1,再診,紹介状無し,302
乳腺外科,DR_BR014,1,初診,紹介状あり,7
乳腺外科,DR_BR014,1,初診,紹介状無し,2
乳腺外科,DR_BR015,3,再診,紹介状無し,79
乳腺外科,DR_BR015,3,初診,紹介状あり,3
乳腺外科,DR_BR015,3,初診,紹介状無し,1
健診センター,DR_XX012,1,再診,紹介状無し,17
健診センター,DR_XX012,2,再診,紹介状無し,18
健診センター,DR_XX012,3,再診,紹介状無し,13
健診センター,DR_XX012,4,再診,紹介状無し,18
入退院支援センター,DR_AD001,0,再診,紹介状無し,99
入退院支援センター,DR_AD001,1,再診,紹介状無し,123
入退院支援センター,DR_AD001,2,再診,紹介状無し,132
入退院支援センター,DR_AD001,3,再診,紹介状無し,130
入退院支援センター,DR_AD001,4,再診,紹介状無し,166
内科,DR_IM001,0,再診,紹介状あり,3
内科,DR_IM001,0,再診,紹介状無し,9
内科,DR_IM001,0,初診,紹介状あり,2
内科,DR_IM001,0,初診,紹介状無し,29
内科,DR_IM001,1,再診,紹介状あり,3
内科,DR_IM001,1,再診,紹介状無し,19
内科,DR_IM001,1,初診,紹介状あり,4
内科,DR_IM001,1,初診,紹介状無し,24
内科,DR_IM001,2,再診,紹介状あり,2
内科,DR_IM001,2,再診,紹介状無し,10
内科,DR_IM001,2,初診,紹介状あり,3
内科,DR_IM001,2,初診,紹介状無し,22
内科,DR_IM001,3,再診,紹介状無し,19
内科,DR_IM001,3,初診,紹介状あり,1
内科,DR_IM001,3,初診,紹介状無し,27
内科,DR_IM001,4,再診,紹介状あり,4
内科,DR_IM001,4,再診,紹介状無し,16
内科,DR_IM001,4,初診,紹介状あり,2
内科,DR_IM001,4,初診,紹介状無し,21
内科,DR_IM001,5,再診,紹介状あり,6
内科,DR_IM001,5,再診,紹介状無し,25
内科,DR_IM001,5,初診,紹介状あり,10
内科,DR_IM001,5,初診,紹介状無し,28
内科,DR_IM001,6,再診,紹介状あり,1
内科,DR_IM001,6,再診,紹介状無し,35
内科,DR_IM001,6,初診,紹介状あり,3
内科,DR_IM001,6,初診,紹介状無し,38
呼吸器内科,DR_AL001,4,再診,紹介状無し,54
呼吸器内科,DR_AL001,4,初診,紹介状あり,6
呼吸器内科,DR_AL001,4,初診,紹介状無し,2
呼吸器内科,DR_AL002,1,再診,紹介状無し,70
呼吸器内科,DR_AL002,1,初診,紹介状あり,5
呼吸器内科,DR_AL002,3,再診,紹介状無し,51
呼吸器内科,DR_RS2002,2,再診,紹介状無し,5
呼吸器内科,DR_RS2003,2,再診,紹介状無し,58
呼吸器内科,DR_RS2003,2,初診,紹介状あり,5
呼吸器内科,DR_RS2003,3,再診,紹介状無し,98
呼吸器内科,DR_RS2003,3,初診,紹介状あり,6
呼吸器内科,DR_RS2004,0,再診,紹介状無し,48
呼吸器内科,DR_RS2004,1,再診,紹介状無し,52
呼吸器内科,DR_RS2004,2,再診,紹介状無し,54
呼吸器内科,DR_RS2004,3,再診,紹介状無し,36
呼吸器内科,DR_RS2004,3,初診,紹介状あり,1
呼吸器内科,DR_RS2004,4,再診,紹介状無し,37
呼吸器内科,DR_RS2005,1,再診,紹介状無し,112
呼吸器内科,DR_RS2005,1,初診,紹介状あり,8
呼吸器内科,DR_RS2006,0,再診,紹介状無し,52
呼吸器内科,DR_RS2006,0,初診,紹介状あり,5
呼吸器内科,DR_RS2006,2,再診,紹介状無し,77
呼吸器内科,DR_RS2006,2,初診,紹介状あり,4
呼吸器内科,DR_RS2007,0,再診,紹介状無し,23
呼吸器内科,DR_RS2008,0,再診,紹介状無し,27
呼吸器内科,DR_RS2008,0,初診,紹介状あり,3
呼吸器内科,DR_RS2008,4,再診,紹介状無し,40
呼吸器内科,DR_RS2008,4,初診,紹介状あり,8
呼吸器内科,DR_RS2009,0,再診,紹介状無し,11
呼吸器内科,DR_RS2009,0,初診,紹介状あり,4
呼吸器内科,DR_RS2009,1,再診,紹介状無し,19
呼吸器内科,DR_RS2009,1,初診,紹介状あり,7
呼吸器内科,DR_RS2009,2,再診,紹介状無し,19
呼吸器内科,DR_RS2009,2,初診,紹介状あり,3
呼吸器内科,DR_RS2009,3,再診,紹介状あり,1
呼吸器内科,DR_RS2009,3,再診,紹介状無し,16
呼吸器内科,DR_RS2009,3,初診,紹介状あり,2
呼吸器内科,DR_RS2009,4,再診,紹介状あり,1
呼吸器内科,DR_RS2009,4,再診,紹介状無し,18
呼吸器内科,DR_RS2009,4,初診,紹介状あり,3
呼吸器内科,DR_RS2010,1,再診,紹介状無し,21
呼吸器内科,DR_RS2010,1,初診,紹介状あり,8
呼吸器内科,DR_RS2010,4,再診,紹介状無し,41
呼吸器内科,DR_RS2010,4,初診,紹介状あり,3
呼吸器内科,DR_RS2010,4,初診,紹介状無し,1
呼吸器内科,DR_RS2011,0,再診,紹介状あり,1
呼吸器内科,DR_RS2011,0,再診,紹介状無し,1
呼吸器内科,DR_RS2011,1,再診,紹介状無し,2
呼吸器内科,DR_RS2011,1,初診,紹介状あり,1
呼吸器内科,DR_RS2011,2,再診,紹介状無し,1
呼吸器内科,DR_RS2011,2,初診,紹介状あり,1
呼吸器内科,DR_RS2011,3,再診,紹介状無し,1
呼吸器内科,DR_RS2011,4,再診,紹介状無し,1
呼吸器内科,DR_RS2011,4,初診,紹介状あり,1
呼吸器内科,DR_RS2011,6,再診,紹介状無し,8
呼吸器内科,DR_RS2013,0,再診,紹介状無し,2
呼吸器内科,DR_RS2013,1,再診,紹介状無し,4
呼吸器内科,DR_RS2013,2,再診,紹介状無し,3
呼吸器内科,DR_RS2013,3,再診,紹介状無し,1
呼吸器内科,DR_RS2013,4,再診,紹介状無し,7
呼吸器内科,,0,再診,紹介状無し,2
呼吸器内科,,1,再診,紹介状無し,1
呼吸器外科,DR_RS2001,2,再診,紹介状無し,39
呼吸器外科,DR_RS2001,3,再診,紹介状無し,20
呼吸器外科,DR_RS2004,4,再診,紹介状無し,1
呼吸器外科,DR_RS2012,0,再診,紹介状無し,17
呼吸器外科,DR_RS2012,3,再診,紹介状無し,36
呼吸器外科,DR_RS2012,3,初診,紹介状あり,1
呼吸器外科,DR_RS2014,0,再診,紹介状無し,1
呼吸器外科,DR_RS2014,1,再診,紹介状無し,3
呼吸器外科,DR_RS2014,4,再診,紹介状無し,1
呼吸器外科,DR_RS2014,4,初診,紹介状あり,1
呼吸器外科,DR_RS2015,3,再診,紹介状無し,1
呼吸器外科,DR_XX022,4,再診,紹介状無し,10
外来手術室,DR_OT001,0,再診,紹介状無し,24
外来手術室,DR_OT001,1,再診,紹介状無し,41
外来手術室,DR_OT001,2,再診,紹介状無し,53
外来手術室,DR_OT001,3,再診,紹介状無し,41
外来手術室,DR_OT001,4,再診,紹介状無し,65
外来手術室,DR_OT002,0,再診,紹介状無し,30
外来手術室,DR_OT002,2,再診,紹介状無し,29
外来手術室,DR_OT002,3,再診,紹介状無し,18
外来手術室,DR_OT002,4,再診,紹介状無し,17
外来手術室,DR_OT003,0,再診,紹介状無し,2
外来手術室,DR_OT003,1,再診,紹介状無し,5
外来手術室,DR_OT003,2,再診,紹介状無し,6
外来手術室,DR_OT003,4,再診,紹介状無し,13
外来手術室,DR_OT004,0,再診,紹介状無し,5
外来手術室,DR_OT004,4,再診,紹介状無し,6
外来手術室,DR_OT005,0,再診,紹介状無し,9
外来手術室,DR_OT005,3,再診,紹介状無し,12
外来手術室,DR_OT006,4,再診,紹介状無し,3
外来手術室,DR_OT007,2,再診,紹介状無し,12
外来手術室,DR_OT008,1,再診,紹介状無し,1
外来手術室,DR_OT008,2,再診,紹介状無し,2
外来手術室,DR_OT008,4,再診,紹介状無し,3
外来手術室,DR_OT009,1,再診,紹介状無し,9
外来手術室,DR_OT009,3,再診,紹介状無し,15
外来手術室,DR_OT010,2,再診,紹介状無し,4
外来手術室,DR_OT011,0,再診,紹介状無し,1
外来手術室,DR_OT011,2,再診,紹介状無し,3
外来手術室,DR_OT012,1,再診,紹介状無し,3
外来手術室,DR_OT013,0,再診,紹介状無し,1
外来手術室,DR_OT013,1,再診,紹介状無し,1
外来手術室,DR_OT013,2,再診,紹介状無し,1
外来手術室,DR_OT013,3,再診,紹介状無し,5
外来手術室,DR_OT014,4,再診,紹介状無し,6
外来手術室,DR_OT015,2,再診,紹介状無し,5
外来手術室,DR_OT016,1,再診,紹介状無し,12
外来手術室,DR_OT017,0,再診,紹介状無し,2
小児科,DR_PD001,0,再診,紹介状無し,13
小児科,DR_PD001,0,初診,紹介状あり,1
小児科,DR_PD001,1,再診,紹介状無し,8
小児科,DR_PD001,2,再診,紹介状無し,15
小児科,DR_PD001,2,初診,紹介状あり,2
小児科,DR_PD001,2,初診,紹介状無し,1
小児科,DR_PD002,1,再診,紹介状無し,28
小児科,DR_PD002,1,初診,紹介状あり,4
小児科,DR_PD002,3,再診,紹介状無し,27
小児科,DR_PD002,3,初診,紹介状あり,6
小児科,DR_PD003,1,再診,紹介状無し,22
小児科,DR_PD003,1,初診,紹介状あり,4
小児科,DR_PD003,2,再診,紹介状無し,12
小児科,DR_PD003,4,再診,紹介状無し,15
小児科,DR_PD003,4,初診,紹介状あり,5
小児科,DR_PD004,0,再診,紹介状無し,22
小児科,DR_PD004,0,初診,紹介状あり,1
小児科,DR_PD004,0,初診,紹介状無し,2
小児科,DR_PD004,3,再診,紹介状無し,21
小児科,DR_PD004,3,初診,紹介状あり,4
小児科,DR_PD004,3,初診,紹介状無し,1
小児科,DR_PD004,4,再診,紹介状無し,1
小児科,DR_PD005,3,再診,紹介状無し,18
小児科,DR_PD006,0,再診,紹介状無し,15
小児科,DR_PD006,0,初診,紹介状あり,3
小児科,DR_PD006,2,再診,紹介状無し,19
小児科,DR_PD006,4,再診,紹介状無し,28
小児科,DR_PD006,4,初診,紹介状あり,2
小児科,DR_PD007,0,再診,紹介状無し,8
小児科,DR_PD007,1,再診,紹介状無し,12
小児科,DR_PD007,2,再診,紹介状無し,17
小児科,DR_PD007,2,初診,紹介状あり,2
小児科,DR_PD008,1,再診,紹介状無し,33
小児科,DR_PD008,1,初診,紹介状あり,3
小児科,DR_PD008,1,初診,紹介状無し,1
小児科,DR_PD008,2,再診,紹介状無し,2
小児科,DR_PD008,4,再診,紹介状無し,12
小児科,DR_PD009,0,再診,紹介状無し,12
小児科,DR_PD009,0,初診,紹介状あり,1
小児科,DR_PD009,4,再診,紹介状無し,7
小児科,DR_PD009,4,初診,紹介状あり,4
小児科,DR_PD010,0,再診,紹介状無し,2
小児科,DR_PD010,0,初診,紹介状あり,1
小児科,DR_PD010,0,初診,紹介状無し,5
小児科,DR_PD010,1,初診,紹介状あり,1
小児科,DR_PD010,1,初診,紹介状無し,6
小児科,DR_PD010,2,初診,紹介状無し,5
小児科,DR_PD010,3,再診,紹介状無し,1
小児科,DR_PD010,3,初診,紹介状あり,1
小児科,DR_PD010,3,初診,紹介状無し,4
小児科,DR_PD010,4,再診,紹介状無し,1
小児科,DR_PD010,4,初診,紹介状あり,1
小児科,DR_PD010,4,初診,紹介状無し,11
小児科,DR_PD010,5,再診,紹介状無し,2
小児科,DR_PD010,5,初診,紹介状あり,2
小児科,DR_PD010,5,初診,紹介状無し,13
小児科,DR_PD010,6,再診,紹介状無し,2
小児科,DR_PD010,6,初診,紹介状あり,3
小児科,DR_PD010,6,初診,紹介状無し,16
小児科,DR_PD011,0,再診,紹介状無し,6
小児科,DR_PD011,0,初診,紹介状あり,1
小児科,DR_PD011,0,初診,紹介状無し,2
小児科,DR_PD011,1,再診,紹介状無し,1
小児科,DR_PD011,1,初診,紹介状無し,2
小児科,DR_PD011,2,再診,紹介状無し,2
小児科,DR_PD011,2,初診,紹介状あり,4
小児科,DR_PD011,2,初診,紹介状無し,1
小児科,DR_PD011,3,再診,紹介状無し,3
小児科,DR_PD011,3,初診,紹介状あり,4
小児科,DR_PD011,4,再診,紹介状無し,1
小児科,DR_PD011,4,初診,紹介状あり,3
小児科,DR_PD012,0,再診,紹介状無し,1
小児科,DR_PD012,1,再診,紹介状無し,1
小児科,DR_PD012,2,再診,紹介状無し,1
小児科,DR_PD012,3,再診,紹介状無し,1
小児科,DR_PD013,3,再診,紹介状無し,4
小児科,DR_PD013,4,再診,紹介状無し,2
小児科,DR_PD014,0,再診,紹介状無し,3
小児科,DR_PD014,1,再診,紹介状無し,4
小児科,DR_PD014,2,再診,紹介状無し,1
小児科,DR_PD014,4,再診,紹介状無し,2
小児科,DR_PD018,3,再診,紹介状無し,4
小児科,DR_PD018,4,再診,紹介状無し,13
小児科,DR_PD018,4,初診,紹介状無し,1
小児科,DR_PD022,1,再診,紹介状無し,14
小児科,DR_PD022,2,再診,紹介状無し,16
小児科,DR_PD022,3,再診,紹介状無し,6
小児科,DR_XX020,2,再診,紹介状無し,12
小児科,DR_XX020,2,初診,紹介状あり,2
小児科,,3,初診,紹介状あり,1
形成外科,DR_PS001,0,再診,紹介状無し,2
形成外科,DR_PS001,1,再診,紹介状無し,1
形成外科,DR_PS001,1,初診,紹介状無し,1
形成外科,DR_PS001,2,再診,紹介状無し,1
形成外科,DR_PS001,3,再診,紹介状無し,2
形成外科,DR_PS001,3,初診,紹介状あり,1
形成外科,DR_PS001,3,初診,紹介状無し,1
形成外科,DR_PS001,4,再診,紹介状無し,3
形成外科,DR_PS005,0,再診,紹介状無し,23
形成外科,DR_PS005,0,初診,紹介状あり,3
形成外科,DR_PS005,4,再診,紹介状無し,36
形成外科,DR_PS006,3,再診,紹介状無し,18
形成外科,DR_PS007,1,再診,紹介状無し,1
形成外科,DR_PS007,2,再診,紹介状無し,1
形成外科,DR_PS007,3,再診,紹介状無し,1
形成外科,DR_PS007,4,再診,紹介状無し,1
形成外科,DR_PS009,1,再診,紹介状無し,6
形成外科,DR_PS011,4,再診,紹介状無し,4
形成外科,DR_PS012,2,再診,紹介状無し,1
形成外科,DR_PS012,5,再診,紹介状無し,2
形成外科,DR_PS012,5,初診,紹介状無し,1
形成外科,DR_PS012,6,再診,紹介状無し,2
形成外科,DR_PS013,1,再診,紹介状無し,56
形成外科,DR_PS013,1,初診,紹介状あり,6
形成外科,DR_PS013,4,再診,紹介状無し,66
形成外科,DR_PS013,4,初診,紹介状あり,10
形成外科,DR_PS013,4,初診,紹介状無し,1
形成外科,DR_PS014,2,再診,紹介状無し,2
形成外科,DR_PS015,3,再診,紹介状無し,64
形成外科,DR_PS015,3,初診,紹介状あり,8
形成外科,DR_PS017,0,再診,紹介状無し,71
形成外科,DR_PS017,1,再診,紹介状無し,39
形成外科,DR_PS017,1,初診,紹介状あり,1
形成外科,DR_PS017,3,再診,紹介状無し,61
形成外科,DR_PS018,2,再診,紹介状無し,43
形成外科,,3,再診,紹介状無し,1
循環器内科,DR_CV001,0,再診,紹介状無し,103
循環器内科,DR_CV001,0,初診,紹介状あり,8
循環器内科,DR_CV001,2,再診,紹介状無し,47
循環器内科,DR_CV001,2,初診,紹介状あり,16
循環器内科,DR_CV001,2,初診,紹介状無し,1
循環器内科,DR_CV002,0,再診,紹介状無し,16
循環器内科,DR_CV002,0,初診,紹介状あり,2
循環器内科,DR_CV002,0,初診,紹介状無し,1
循環器内科,DR_CV002,1,再診,紹介状無し,29
循環器内科,DR_CV002,1,初診,紹介状あり,9
循環器内科,DR_CV002,2,再診,紹介状無し,33
循環器内科,DR_CV002,3,再診,紹介状無し,23
循環器内科,DR_CV002,3,初診,紹介状あり,5
循環器内科,DR_CV002,3,初診,紹介状無し,1
循環器内科,DR_CV002,4,再診,紹介状無し,33
循環器内科,DR_CV002,4,初診,紹介状あり,2
循環器内科,DR_CV002,6,再診,紹介状無し,1
循環器内科,DR_CV003,2,再診,紹介状無し,77
循環器内科,DR_CV004,2,再診,紹介状無し,78
循環器内科,DR_CV004,2,初診,紹介状あり,12
循環器内科,DR_CV005,0,再診,紹介状あり,1
循環器内科,DR_CV005,0,再診,紹介状無し,1
循環器内科,DR_CV005,0,初診,紹介状あり,1
循環器内科,DR_CV005,0,初診,紹介状無し,2
循環器内科,DR_CV005,1,再診,紹介状無し,4
循環器内科,DR_CV005,1,初診,紹介状あり,1
循環器内科,DR_CV005,1,初診,紹介状無し,5
循環器内科,DR_CV005,2,再診,紹介状あり,1
循環器内科,DR_CV005,2,再診,紹介状無し,4
循環器内科,DR_CV005,2,初診,紹介状無し,3
循環器内科,DR_CV005,3,再診,紹介状無し,2
循環器内科,DR_CV005,3,初診,紹介状あり,1
循環器内科,DR_CV005,3,初診,紹介状無し,4
循環器内科,DR_CV005,4,再診,紹介状あり,1
循環器内科,DR_CV005,4,再診,紹介状無し,1
循環器内科,DR_CV005,4,初診,紹介状あり,1
循環器内科,DR_CV005,4,初診,紹介状無し,2
循環器内科,DR_CV005,5,再診,紹介状無し,5
循環器内科,DR_CV005,5,初診,紹介状無し,4
循環器内科,DR_CV005,6,再診,紹介状無し,2
