診療科名,予約担当者匿名ID,予約名称,初再診区分,紹介状有無,月,件数
リウマチ膠原病内科,DR_RH002,SL_0009,再診,紹介状無し,2025-09,10
リウマチ膠原病内科,DR_RH002,SL_0014,再診,紹介状無し,2025-09,33
リウマチ膠原病内科,DR_RH002,SL_0426,初診,紹介状あり,2025-09,4
リウマチ膠原病内科,DR_RH002,SL_0682,再診,紹介状無し,2025-09,2
リウマチ膠原病内科,DR_RH003,SL_0009,再診,紹介状無し,2025-09,23
リウマチ膠原病内科,DR_RH003,SL_0065,初診,紹介状あり,2025-09,3
リウマチ膠原病内科,DR_RH003,SL_0066,再診,紹介状あり,2025-09,1
リウマチ膠原病内科,DR_RH003,SL_0066,再診,紹介状無し,2025-09,134
リウマチ膠原病内科,DR_RH003,SL_0526,再診,紹介状無し,2025-09,4
リウマチ膠原病内科,DR_RH003,SL_0768,初診,紹介状あり,2025-09,2
リウマチ膠原病内科,DR_RH004,SL_0009,再診,紹介状無し,2025-09,2
リウマチ膠原病内科,DR_RH004,SL_0139,再診,紹介状無し,2025-09,119
リウマチ膠原病内科,DR_RH005,SL_0009,再診,紹介状無し,2025-09,2
リウマチ膠原病内科,DR_RH005,SL_0156,再診,紹介状無し,2025-09,35
リウマチ膠原病内科,DR_RH006,SL_0009,再診,紹介状無し,2025-09,9
リウマチ膠原病内科,DR_RH006,SL_0174,再診,紹介状無し,2025-09,178
リウマチ膠原病内科,DR_RH006,SL_0496,初診,紹介状あり,2025-09,4
リウマチ膠原病内科,DR_RH006,SL_0611,再診,紹介状無し,2025-09,4
リウマチ膠原病内科,DR_RH007,SL_0009,再診,紹介状無し,2025-09,55
リウマチ膠原病内科,DR_RH007,SL_0176,再診,紹介状無し,2025-09,4
リウマチ膠原病内科,DR_RH007,SL_0176,初診,紹介状あり,2025-09,2
リウマチ膠原病内科,DR_RH008,SL_0201,再診,紹介状無し,2025-09,12
リウマチ膠原病内科,DR_RH008,SL_0821,初診,紹介状あり,2025-09,1
リウマチ膠原病内科,DR_RH009,SL_0009,再診,紹介状無し,2025-09,7
リウマチ膠原病内科,DR_RH009,SL_0210,再診,紹介状無し,2025-09,209
リウマチ膠原病内科,DR_RH009,SL_0340,再診,紹介状無し,2025-09,8
リウマチ膠原病内科,DR_RH009,SL_0534,初診,紹介状あり,2025-09,2
リウマチ膠原病内科,DR_RH009,SL_0534,初診,紹介状無し,2025-09,1
リウマチ膠原病内科,DR_RH009,SL_0692,初診,紹介状あり,2025-09,11
リウマチ膠原病内科,DR_RH010,SL_0009,再診,紹介状無し,2025-09,9
リウマチ膠原病内科,DR_RH010,SL_0222,再診,紹介状無し,2025-09,101
リウマチ膠原病内科,DR_RH011,SL_0009,再診,紹介状無し,2025-09,6
リウマチ膠原病内科,DR_RH011,SL_0368,再診,紹介状無し,2025-09,11
リウマチ膠原病内科,DR_RH012,SL_0005,再診,紹介状無し,2025-09,1
リウマチ膠原病内科,DR_RH013,SL_0009,再診,紹介状無し,2025-09,4
リウマチ膠原病内科,DR_RH013,SL_0596,再診,紹介状無し,2025-09,4
リウマチ膠原病内科,DR_RH014,SL_0926,再診,紹介状無し,2025-09,1
一般消化器外科,DR_BR005,SL_0009,再診,紹介状無し,2025-09,37
一般消化器外科,DR_BR005,SL_0516,再診,紹介状無し,2025-09,7
一般消化器外科,DR_GS001,SL_0009,再診,紹介状あり,2025-09,1
一般消化器外科,DR_GS001,SL_0009,再診,紹介状無し,2025-09,15
一般消化器外科,DR_GS001,SL_0021,再診,紹介状無し,2025-09,7
一般消化器外科,DR_GS001,SL_0022,再診,紹介状無し,2025-09,148
一般消化器外科,DR_GS001,SL_0454,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS001,SL_0454,初診,紹介状あり,2025-09,5
一般消化器外科,DR_GS001,SL_0696,初診,紹介状あり,2025-09,3
一般消化器外科,DR_GS002,SL_0009,再診,紹介状無し,2025-09,4
一般消化器外科,DR_GS002,SL_0085,再診,紹介状無し,2025-09,114
一般消化器外科,DR_GS002,SL_0085,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS002,SL_0568,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS002,SL_0601,初診,紹介状あり,2025-09,2
一般消化器外科,DR_GS003,SL_0009,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS003,SL_0102,初診,紹介状あり,2025-09,13
一般消化器外科,DR_GS003,SL_0103,再診,紹介状無し,2025-09,217
一般消化器外科,DR_GS003,SL_0280,再診,紹介状無し,2025-09,11
一般消化器外科,DR_GS003,SL_0407,初診,紹介状あり,2025-09,5
一般消化器外科,DR_GS005,SL_0009,再診,紹介状無し,2025-09,4
一般消化器外科,DR_GS005,SL_0194,再診,紹介状無し,2025-09,46
一般消化器外科,DR_GS005,SL_0384,初診,紹介状あり,2025-09,3
一般消化器外科,DR_GS005,SL_0607,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS006,SL_0009,再診,紹介状無し,2025-09,1
一般消化器外科,DR_GS006,SL_0202,再診,紹介状あり,2025-09,2
一般消化器外科,DR_GS006,SL_0202,再診,紹介状無し,2025-09,109
一般消化器外科,DR_GS006,SL_0501,再診,紹介状無し,2025-09,6
一般消化器外科,DR_GS006,SL_0691,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS007,SL_0219,再診,紹介状無し,2025-09,42
一般消化器外科,DR_GS008,SL_0009,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS008,SL_0229,再診,紹介状無し,2025-09,37
一般消化器外科,DR_GS008,SL_0491,再診,紹介状無し,2025-09,1
一般消化器外科,DR_GS008,SL_0668,初診,紹介状あり,2025-09,2
一般消化器外科,DR_GS008,SL_0835,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS009,SL_0009,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS009,SL_0374,再診,紹介状無し,2025-09,55
一般消化器外科,DR_GS009,SL_0374,初診,紹介状あり,2025-09,3
一般消化器外科,DR_GS009,SL_0374,初診,紹介状無し,2025-09,1
一般消化器外科,DR_GS009,SL_0541,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS009,SL_0613,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS011,SL_0009,再診,紹介状無し,2025-09,52
一般消化器外科,DR_GS011,SL_0422,再診,紹介状無し,2025-09,11
一般消化器外科,DR_GS011,SL_0422,初診,紹介状あり,2025-09,3
一般消化器外科,DR_GS012,SL_0009,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS012,SL_0443,再診,紹介状無し,2025-09,5
一般消化器外科,DR_GS013,SL_0005,再診,紹介状無し,2025-09,5
一般消化器外科,DR_GS014,SL_0009,再診,紹介状無し,2025-09,1
一般消化器外科,DR_GS014,SL_0523,再診,紹介状あり,2025-09,1
一般消化器外科,DR_GS014,SL_0523,再診,紹介状無し,2025-09,13
一般消化器外科,DR_GS014,SL_0523,初診,紹介状あり,2025-09,6
一般消化器外科,DR_GS014,SL_0523,初診,紹介状無し,2025-09,2
一般消化器外科,DR_GS015,SL_0009,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS015,SL_0009,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS015,SL_0715,再診,紹介状無し,2025-09,66
一般消化器外科,DR_GS015,SL_0724,初診,紹介状あり,2025-09,2
一般消化器外科,DR_GS015,SL_0739,再診,紹介状無し,2025-09,6
一般消化器外科,DR_GS015,SL_0944,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS016,SL_0009,再診,紹介状無し,2025-09,1
一般消化器外科,DR_GS016,SL_0753,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS016,SL_0770,再診,紹介状無し,2025-09,20
一般消化器外科,DR_GS016,SL_0770,初診,紹介状あり,2025-09,1
一般消化器外科,DR_GS017,SL_0863,再診,紹介状無し,2025-09,2
一般消化器外科,DR_GS018,SL_0009,再診,紹介状無し,2025-09,3
一般消化器外科,DR_GS018,SL_0933,再診,紹介状無し,2025-09,74
一般消化器外科,DR_GS018,SL_0938,再診,紹介状無し,2025-09,5
一般消化器外科,DR_GS018,SL_0942,初診,紹介状あり,2025-09,2
中央処置室,DR_XX002,SL_0009,再診,紹介状無し,2025-09,7
中央処置室,DR_XX002,SL_0018,再診,紹介状無し,2025-09,157
乳腺外科,DR_BR005,SL_0009,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR005,SL_0516,再診,紹介状無し,2025-09,5
乳腺外科,DR_BR006,SL_0009,再診,紹介状無し,2025-09,128
乳腺外科,DR_BR006,SL_0175,再診,紹介状無し,2025-09,835
乳腺外科,DR_BR006,SL_0175,初診,紹介状無し,2025-09,4
乳腺外科,DR_BR006,SL_0841,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR006,SL_0843,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR006,SL_0843,初診,紹介状あり,2025-09,42
乳腺外科,DR_BR006,SL_0843,初診,紹介状無し,2025-09,1
乳腺外科,DR_BR006,SL_0849,再診,紹介状無し,2025-09,3
乳腺外科,DR_BR006,SL_0909,初診,紹介状あり,2025-09,4
乳腺外科,DR_BR008,SL_0241,再診,紹介状無し,2025-09,76
乳腺外科,DR_BR008,SL_0494,初診,紹介状あり,2025-09,9
乳腺外科,DR_BR009,SL_0005,再診,紹介状無し,2025-09,10
乳腺外科,DR_BR010,SL_0412,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR011,SL_0009,再診,紹介状無し,2025-09,3
乳腺外科,DR_BR011,SL_0459,再診,紹介状無し,2025-09,2
乳腺外科,DR_BR012,SL_0009,再診,紹介状無し,2025-09,5
乳腺外科,DR_BR012,SL_0476,再診,紹介状無し,2025-09,6
乳腺外科,DR_BR012,SL_0476,初診,紹介状無し,2025-09,1
乳腺外科,DR_BR013,SL_0481,再診,紹介状無し,2025-09,8
乳腺外科,DR_BR013,SL_0481,初診,紹介状あり,2025-09,1
乳腺外科,DR_BR014,SL_0009,再診,紹介状無し,2025-09,20
乳腺外科,DR_BR014,SL_0009,初診,紹介状あり,2025-09,1
乳腺外科,DR_BR014,SL_0009,初診,紹介状無し,2025-09,1
乳腺外科,DR_BR014,SL_0702,再診,紹介状無し,2025-09,299
乳腺外科,DR_BR014,SL_0751,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR014,SL_0751,初診,紹介状あり,2025-09,2
乳腺外科,DR_BR014,SL_0777,再診,紹介状無し,2025-09,6
乳腺外科,DR_BR014,SL_0815,初診,紹介状あり,2025-09,1
乳腺外科,DR_BR015,SL_0009,再診,紹介状無し,2025-09,1
乳腺外科,DR_BR015,SL_0839,再診,紹介状無し,2025-09,92
乳腺外科,DR_BR015,SL_0854,初診,紹介状あり,2025-09,4
乳腺外科,DR_BR015,SL_0862,再診,紹介状無し,2025-09,4
乳腺外科,DR_BR015,SL_0905,初診,紹介状あり,2025-09,2
乳腺外科,DR_BR015,SL_0905,初診,紹介状無し,2025-09,1
健診センター,DR_XX012,SL_0009,再診,紹介状無し,2025-09,1
健診センター,DR_XX012,SL_0217,再診,紹介状無し,2025-09,11
健診センター,DR_XX012,SL_0223,再診,紹介状無し,2025-09,26
健診センター,DR_XX012,SL_0432,再診,紹介状無し,2025-09,15
健診センター,DR_XX012,SL_0614,再診,紹介状無し,2025-09,2
健診センター,DR_XX012,SL_0621,再診,紹介状無し,2025-09,3
健診センター,DR_XX012,SL_0693,再診,紹介状無し,2025-09,2
健診センター,DR_XX012,SL_0850,再診,紹介状無し,2025-09,3
健診センター,DR_XX012,SL_0887,再診,紹介状無し,2025-09,1
健診センター,DR_XX012,SL_0892,再診,紹介状無し,2025-09,4
健診センター,DR_XX012,SL_0950,再診,紹介状無し,2025-09,1
入退院支援センター,DR_AD001,SL_0004,再診,紹介状無し,2025-09,594
入退院支援センター,DR_AD001,SL_0009,再診,紹介状無し,2025-09,57
内科,DR_IM001,SL_0009,再診,紹介状無し,2025-09,1
内科,DR_IM001,SL_0015,再診,紹介状あり,2025-09,15
内科,DR_IM001,SL_0015,再診,紹介状無し,2025-09,128
内科,DR_IM001,SL_0015,初診,紹介状あり,2025-09,21
内科,DR_IM001,SL_0015,初診,紹介状無し,2025-09,202
呼吸器内科,DR_AL001,SL_0009,再診,紹介状無し,2025-09,2
呼吸器内科,DR_AL001,SL_0033,再診,紹介状無し,2025-09,57
呼吸器内科,DR_AL001,SL_0480,初診,紹介状あり,2025-09,2
呼吸器内科,DR_AL001,SL_0518,初診,紹介状あり,2025-09,7
呼吸器内科,DR_AL001,SL_0634,再診,紹介状無し,2025-09,6
呼吸器内科,DR_AL002,SL_0009,再診,紹介状無し,2025-09,6
呼吸器内科,DR_AL002,SL_0189,再診,紹介状無し,2025-09,177
呼吸器内科,DR_AL002,SL_0356,再診,紹介状無し,2025-09,5
呼吸器内科,DR_AL002,SL_0403,初診,紹介状あり,2025-09,3
呼吸器内科,DR_AL002,SL_0580,初診,紹介状あり,2025-09,4
呼吸器内科,DR_RS2002,SL_0009,再診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2002,SL_0030,再診,紹介状無し,2025-09,9
呼吸器内科,DR_RS2003,SL_0009,再診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2003,SL_0061,再診,紹介状無し,2025-09,148
呼吸器内科,DR_RS2003,SL_0213,再診,紹介状無し,2025-09,14
呼吸器内科,DR_RS2003,SL_0344,再診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2003,SL_0344,初診,紹介状あり,2025-09,5
呼吸器内科,DR_RS2003,SL_0344,初診,紹介状無し,2025-09,2
呼吸器内科,DR_RS2003,SL_0444,再診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2003,SL_0444,初診,紹介状あり,2025-09,5
呼吸器内科,DR_RS2004,SL_0009,再診,紹介状無し,2025-09,32
呼吸器内科,DR_RS2004,SL_0082,再診,紹介状無し,2025-09,242
呼吸器内科,DR_RS2005,SL_0009,再診,紹介状無し,2025-09,2
呼吸器内科,DR_RS2005,SL_0100,再診,紹介状無し,2025-09,117
呼吸器内科,DR_RS2005,SL_0470,再診,紹介状無し,2025-09,6
呼吸器内科,DR_RS2005,SL_0561,再診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2005,SL_0561,初診,紹介状あり,2025-09,3
呼吸器内科,DR_RS2005,SL_0658,再診,紹介状無し,2025-09,4
呼吸器内科,DR_RS2005,SL_0658,初診,紹介状あり,2025-09,4
呼吸器内科,DR_RS2006,SL_0009,再診,紹介状無し,2025-09,7
呼吸器内科,DR_RS2006,SL_0106,再診,紹介状無し,2025-09,130
呼吸器内科,DR_RS2006,SL_0612,再診,紹介状無し,2025-09,4
呼吸器内科,DR_RS2006,SL_0660,初診,紹介状あり,2025-09,5
呼吸器内科,DR_RS2006,SL_0660,初診,紹介状無し,2025-09,1
呼吸器内科,DR_RS2006,SL_0779,初診,紹介状あり,2025-09,2
呼吸器内科,DR_RS2007,SL_0126,再診,紹介状無し,2025-09,29
呼吸器内科,DR_RS2008,SL_0009,再診,紹介状無し,2025-09,4
呼吸器内科,DR_RS2008,SL_0127,再診,紹介状無し,2025-09,53
呼吸器内科,DR_RS2008,SL_0530,初診,紹介状あり,2025-09,1
呼吸器内科,DR_RS2008,SL_0538,初診,紹介状あり,2025-09,5
呼吸器内科,DR_RS2008,SL_0618,再診,紹介状無し,2025-09,5
呼吸器内科,DR_RS2009,SL_0009,再診,紹介状無し,2025-09,74
呼吸器内科,DR_RS2009,SL_0366,再診,紹介状あり,2025-09,2
呼吸器内科,DR_RS2009,SL_0366,再診,紹介状無し,2025-09,11
呼吸器内科,DR_RS2009,SL_0366,初診,紹介状あり,2025-09,18
呼吸器内科,DR_RS2010,SL_0009,再診,紹介状無し,2025-09,3
呼吸器内科,DR_RS2010,SL_0167,再診,紹介状無し,2025-09,96
呼吸器内科,DR_RS2010,SL_0525,初診,紹介状あり,2025-09,3
呼吸器内科,DR_RS2011,SL_0009,再診,紹介状無し,2025-09,3
呼吸器内科,DR_RS2011,SL_0179,再診,紹介状無し,2025-09,9
呼吸器内科,DR_RS2011,SL_0179,初診,紹介状あり,2025-09,3
呼吸器内科,DR_RS2013,SL_0005,再診,紹介状無し,2025-09,14
呼吸器内科,,SL_0808,再診,紹介状無し,2025-09,1
呼吸器外科,DR_RS2001,SL_0009,再診,紹介状無し,2025-09,1
呼吸器外科,DR_RS2001,SL_0024,再診,紹介状無し,2025-09,71
呼吸器外科,DR_RS2001,SL_0584,再診,紹介状無し,2025-09,7
呼吸器外科,DR_RS2001,SL_0686,初診,紹介状あり,2025-09,1
呼吸器外科,DR_RS2012,SL_0009,再診,紹介状無し,2025-09,5
呼吸器外科,DR_RS2012,SL_0188,再診,紹介状無し,2025-09,98
呼吸器外科,DR_RS2012,SL_0557,再診,紹介状無し,2025-09,1
呼吸器外科,DR_RS2012,SL_0644,初診,紹介状あり,2025-09,4
呼吸器外科,DR_RS2014,SL_0009,再診,紹介状無し,2025-09,4
呼吸器外科,DR_RS2014,SL_0760,再診,紹介状無し,2025-09,2
呼吸器外科,DR_RS2014,SL_0760,初診,紹介状あり,2025-09,1
呼吸器外科,DR_RS2015,SL_0005,再診,紹介状無し,2025-09,3
呼吸器外科,DR_RS2017,SL_0878,再診,紹介状無し,2025-09,1
呼吸器外科,DR_XX022,SL_0486,再診,紹介状無し,2025-09,7
外来手術室,DR_OT001,SL_0009,再診,紹介状無し,2025-09,45
外来手術室,DR_OT001,SL_0025,再診,紹介状無し,2025-09,196
外来手術室,DR_OT002,SL_0009,再診,紹介状無し,2025-09,11
外来手術室,DR_OT002,SL_0159,再診,紹介状無し,2025-09,93
外来手術室,DR_OT003,SL_0009,再診,紹介状無し,2025-09,3
外来手術室,DR_OT003,SL_0248,再診,紹介状無し,2025-09,15
外来手術室,DR_OT003,SL_0456,再診,紹介状無し,2025-09,3
外来手術室,DR_OT003,SL_0840,再診,紹介状無し,2025-09,1
外来手術室,DR_OT004,SL_0324,再診,紹介状無し,2025-09,9
外来手術室,DR_OT005,SL_0332,再診,紹介状無し,2025-09,18
外来手術室,DR_OT006,SL_0376,再診,紹介状無し,2025-09,2
外来手術室,DR_OT007,SL_0396,再診,紹介状無し,2025-09,6
外来手術室,DR_OT008,SL_0397,再診,紹介状無し,2025-09,4
外来手術室,DR_OT009,SL_0009,再診,紹介状無し,2025-09,1
外来手術室,DR_OT009,SL_0484,再診,紹介状無し,2025-09,18
外来手術室,DR_OT010,SL_0506,再診,紹介状無し,2025-09,4
外来手術室,DR_OT011,SL_0553,再診,紹介状無し,2025-09,1
外来手術室,DR_OT012,SL_0559,再診,紹介状無し,2025-09,6
外来手術室,DR_OT013,SL_0009,再診,紹介状無し,2025-09,2
外来手術室,DR_OT013,SL_0597,再診,紹介状無し,2025-09,4
外来手術室,DR_OT014,SL_0605,再診,紹介状無し,2025-09,6
外来手術室,DR_OT015,SL_0699,再診,紹介状無し,2025-09,3
外来手術室,DR_OT016,SL_0733,再診,紹介状無し,2025-09,11
外来手術室,DR_OT017,SL_0758,再診,紹介状無し,2025-09,1
小児科,DR_PD001,SL_0020,再診,紹介状無し,2025-09,11
小児科,DR_PD001,SL_0020,初診,紹介状あり,2025-09,1
小児科,DR_PD001,SL_0020,初診,紹介状無し,2025-09,1
小児科,DR_PD001,SL_0105,初診,紹介状あり,2025-09,2
小児科,DR_PD001,SL_0313,再診,紹介状無し,2025-09,21
小児科,DR_PD002,SL_0009,再診,紹介状無し,2025-09,1
小児科,DR_PD002,SL_0070,再診,紹介状無し,2025-09,36
小児科,DR_PD002,SL_0070,初診,紹介状あり,2025-09,6
小児科,DR_PD002,SL_0695,初診,紹介状あり,2025-09,3
小児科,DR_PD003,SL_0098,再診,紹介状無し,2025-09,21
小児科,DR_PD003,SL_0098,初診,紹介状あり,2025-09,3
小児科,DR_PD003,SL_0399,再診,紹介状無し,2025-09,11
小児科,DR_PD003,SL_0639,初診,紹介状あり,2025-09,3
小児科,DR_PD004,SL_0009,再診,紹介状無し,2025-09,3
小児科,DR_PD004,SL_0177,再診,紹介状無し,2025-09,40
小児科,DR_PD004,SL_0177,初診,紹介状あり,2025-09,8
小児科,DR_PD004,SL_0270,再診,紹介状無し,2025-09,2
小児科,DR_PD004,SL_0418,初診,紹介状あり,2025-09,1
小児科,DR_PD005,SL_0180,初診,紹介状あり,2025-09,1
小児科,DR_PD005,SL_0328,再診,紹介状無し,2025-09,15
小児科,DR_PD006,SL_0009,再診,紹介状無し,2025-09,3
小児科,DR_PD006,SL_0272,再診,紹介状無し,2025-09,33
小児科,DR_PD006,SL_0272,初診,紹介状無し,2025-09,1
小児科,DR_PD006,SL_0503,再診,紹介状無し,2025-09,16
小児科,DR_PD006,SL_0555,初診,紹介状あり,2025-09,8
小児科,DR_PD007,SL_0009,再診,紹介状無し,2025-09,2
小児科,DR_PD007,SL_0239,再診,紹介状無し,2025-09,14
小児科,DR_PD007,SL_0351,再診,紹介状無し,2025-09,25
小児科,DR_PD007,SL_0351,初診,紹介状あり,2025-09,1
小児科,DR_PD007,SL_0351,初診,紹介状無し,2025-09,1
小児科,DR_PD007,SL_0747,初診,紹介状あり,2025-09,4
小児科,DR_PD008,SL_0250,再診,紹介状無し,2025-09,34
小児科,DR_PD008,SL_0323,再診,紹介状無し,2025-09,10
小児科,DR_PD009,SL_0009,再診,紹介状無し,2025-09,1
小児科,DR_PD009,SL_0257,再診,紹介状無し,2025-09,22
小児科,DR_PD009,SL_0257,初診,紹介状あり,2025-09,1
小児科,DR_PD009,SL_0257,初診,紹介状無し,2025-09,1
小児科,DR_PD009,SL_0604,初診,紹介状あり,2025-09,4
小児科,DR_PD010,SL_0260,再診,紹介状あり,2025-09,1
小児科,DR_PD010,SL_0260,再診,紹介状無し,2025-09,9
小児科,DR_PD010,SL_0260,初診,紹介状あり,2025-09,6
小児科,DR_PD010,SL_0260,初診,紹介状無し,2025-09,54
小児科,DR_PD011,SL_0009,再診,紹介状無し,2025-09,9
小児科,DR_PD011,SL_0375,再診,紹介状無し,2025-09,2
小児科,DR_PD011,SL_0375,初診,紹介状あり,2025-09,5
小児科,DR_PD011,SL_0375,初診,紹介状無し,2025-09,5
小児科,DR_PD012,SL_0475,再診,紹介状無し,2025-09,1
小児科,DR_PD013,SL_0009,再診,紹介状無し,2025-09,6
小児科,DR_PD013,SL_0419,再診,紹介状無し,2025-09,7
小児科,DR_PD014,SL_0005,再診,紹介状無し,2025-09,10
小児科,DR_PD018,SL_0009,再診,紹介状無し,2025-09,2
小児科,DR_PD018,SL_0837,再診,紹介状無し,2025-09,14
小児科,DR_PD018,SL_0837,初診,紹介状あり,2025-09,5
小児科,DR_PD018,SL_0838,再診,紹介状無し,2025-09,6
小児科,DR_PD020,SL_0856,再診,紹介状無し,2025-09,2
小児科,DR_PD022,SL_0009,再診,紹介状無し,2025-09,1
小児科,DR_PD022,SL_0877,再診,紹介状無し,2025-09,29
小児科,DR_PD022,SL_0889,再診,紹介状無し,2025-09,4
小児科,DR_PD023,SL_0949,再診,紹介状無し,2025-09,1
小児科,DR_XX020,SL_0009,再診,紹介状無し,2025-09,1
小児科,DR_XX020,SL_0452,再診,紹介状無し,2025-09,5
小児科,DR_XX020,SL_0452,初診,紹介状あり,2025-09,1
形成外科,DR_PD012,SL_0475,再診,紹介状無し,2025-09,1
形成外科,DR_PS001,SL_0009,再診,紹介状無し,2025-09,10
形成外科,DR_PS001,SL_0535,再診,紹介状あり,2025-09,1
形成外科,DR_PS001,SL_0535,初診,紹介状あり,2025-09,1
形成外科,DR_PS001,SL_0535,初診,紹介状無し,2025-09,5
形成外科,DR_PS005,SL_0009,再診,紹介状無し,2025-09,37
形成外科,DR_PS005,SL_0265,再診,紹介状無し,2025-09,50
形成外科,DR_PS005,SL_0499,初診,紹介状あり,2025-09,7
形成外科,DR_PS005,SL_0707,再診,紹介状無し,2025-09,55
形成外科,DR_PS006,SL_0288,再診,紹介状無し,2025-09,14
形成外科,DR_PS007,SL_0005,再診,紹介状無し,2025-09,6
形成外科,DR_PS009,SL_0359,再診,紹介状無し,2025-09,4
形成外科,DR_PS011,SL_0513,再診,紹介状無し,2025-09,2
形成外科,DR_PS012,SL_0515,再診,紹介状あり,2025-09,1
形成外科,DR_PS012,SL_0515,再診,紹介状無し,2025-09,2
形成外科,DR_PS012,SL_0515,初診,紹介状無し,2025-09,5
形成外科,DR_PS013,SL_0009,再診,紹介状無し,2025-09,33
形成外科,DR_PS013,SL_0701,再診,紹介状無し,2025-09,73
形成外科,DR_PS013,SL_0713,再診,紹介状無し,2025-09,4
形成外科,DR_PS013,SL_0714,初診,紹介状あり,2025-09,17
形成外科,DR_PS014,SL_0687,再診,紹介状無し,2025-09,2
形成外科,DR_PS015,SL_0009,再診,紹介状無し,2025-09,22
形成外科,DR_PS015,SL_0709,再診,紹介状無し,2025-09,69
形成外科,DR_PS015,SL_0722,初診,紹介状あり,2025-09,10
形成外科,DR_PS015,SL_0816,再診,紹介状無し,2025-09,2
形成外科,DR_PS017,SL_0009,再診,紹介状無し,2025-09,23
形成外科,DR_PS017,SL_0935,再診,紹介状無し,2025-09,34
